initial_alias,converted_alias,name,description,namespace
ENSMUSG00000040860,ENSMUSG00000040860,Crocc,"ciliary rootlet coiled-coil, rootletin [Source:MGI Symbol;Acc:MGI:3529431]","ARRAYEXPRESS,ENSG"
ENSMUSG00000028923,ENSMUSG00000028923,Necap2,NECAP endocytosis associated 2 [Source:MGI Symbol;Acc:MGI:1913397],"ARRAYEXPRESS,ENSG"
ENSMUSG00000045004,ENSMUSG00000045004,Spata21,spermatogenesis associated 21 [Source:MGI Symbol;Acc:MGI:3607787],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040842,ENSMUSG00000040842,Szrd1,SUZ RNA binding domain containing 1 [Source:MGI Symbol;Acc:MGI:1098672],"ARRAYEXPRESS,ENSG"
ENSMUSG00000097620,ENSMUSG00000097620,4921514A10Rik,RIKEN cDNA 4921514A10 gene [Source:MGI Symbol;Acc:MGI:3704238],"ARRAYEXPRESS,ENSG"
ENSMUSG00000028920,ENSMUSG00000028920,Fbxo42,F-box protein 42 [Source:MGI Symbol;Acc:MGI:1924992],"ARRAYEXPRESS,ENSG"
ENSMUSG00000073733,ENSMUSG00000073733,Cplane2,ciliogenesis and planar polarity effector 2 [Source:MGI Symbol;Acc:MGI:1923416],"ARRAYEXPRESS,ENSG"
ENSMUSG00000103366,ENSMUSG00000103366,C630004L07Rik,RIKEN cDNA C630004L07 gene [Source:MGI Symbol;Acc:MGI:3641643],"ARRAYEXPRESS,ENSG"
ENSMUSG00000028919,ENSMUSG00000028919,Arhgef19,Rho guanine nucleotide exchange factor (GEF) 19 [Source:MGI Symbol;Acc:MGI:1925912],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085774,ENSMUSG00000085774,Gm13055,predicted gene 13055 [Source:MGI Symbol;Acc:MGI:3649999],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085395,ENSMUSG00000085395,Gm13056,predicted gene 13056 [Source:MGI Symbol;Acc:MGI:3650725],"ARRAYEXPRESS,ENSG"
ENSMUSG00000006445,ENSMUSG00000006445,Epha2,Eph receptor A2 [Source:MGI Symbol;Acc:MGI:95278],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085836,ENSMUSG00000085836,Gm13074,predicted gene 13074 [Source:MGI Symbol;Acc:MGI:3651959],"ARRAYEXPRESS,ENSG"
ENSMUSG00000006218,ENSMUSG00000006218,Fam131c,"family with sequence similarity 131, member C [Source:MGI Symbol;Acc:MGI:2685539]","ARRAYEXPRESS,ENSG"
ENSMUSG00000033770,ENSMUSG00000033770,Clcnka,"chloride channel, voltage-sensitive Ka [Source:MGI Symbol;Acc:MGI:1329026]","ARRAYEXPRESS,ENSG"
ENSMUSG00000086061,ENSMUSG00000086061,Gm13075,predicted gene 13075 [Source:MGI Symbol;Acc:MGI:3651958],"ARRAYEXPRESS,ENSG"
ENSMUSG00000006216,ENSMUSG00000006216,Clcnkb,"chloride channel, voltage-sensitive Kb [Source:MGI Symbol;Acc:MGI:1930643]","ARRAYEXPRESS,ENSG"
ENSMUSG00000006221,ENSMUSG00000006221,Hspb7,"heat shock protein family, member 7 (cardiovascular) [Source:MGI Symbol;Acc:MGI:1352494]","ARRAYEXPRESS,ENSG"
ENSMUSG00000006215,ENSMUSG00000006215,Zbtb17,zinc finger and BTB domain containing 17 [Source:MGI Symbol;Acc:MGI:107410],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040761,ENSMUSG00000040761,Spen,spen family transcription repressor [Source:MGI Symbol;Acc:MGI:1891706],"ARRAYEXPRESS,ENSG"
ENSMUSG00000048406,ENSMUSG00000048406,B330016D10Rik,RIKEN cDNA B330016D10 gene [Source:MGI Symbol;Acc:MGI:2444063],"ARRAYEXPRESS,ENSG"
ENSMUSG00000006219,ENSMUSG00000006219,Fblim1,filamin binding LIM protein 1 [Source:MGI Symbol;Acc:MGI:1921452],"ARRAYEXPRESS,ENSG"
ENSMUSG00000043085,ENSMUSG00000043085,Tmem82,transmembrane protein 82 [Source:MGI Symbol;Acc:MGI:2384869],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040740,ENSMUSG00000040740,Slc25a34,"solute carrier family 25, member 34 [Source:MGI Symbol;Acc:MGI:2686215]","ARRAYEXPRESS,ENSG"
ENSMUSG00000028917,ENSMUSG00000028917,Plekhm2,"pleckstrin homology domain containing, family M (with RUN domain) member 2 [Source:MGI Symbol;Acc:MGI:1916832]","ARRAYEXPRESS,ENSG"
ENSMUSG00000078515,ENSMUSG00000078515,Ddi2,DNA-damage inducible protein 2 [Source:MGI Symbol;Acc:MGI:1917244],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040706,ENSMUSG00000040706,Agmat,agmatine ureohydrolase (agmatinase) [Source:MGI Symbol;Acc:MGI:1923236],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040697,ENSMUSG00000040697,Dnajc16,DnaJ heat shock protein family (Hsp40) member C16 [Source:MGI Symbol;Acc:MGI:2442146],"ARRAYEXPRESS,ENSG"
ENSMUSG00000028914,ENSMUSG00000028914,Casp9,caspase 9 [Source:MGI Symbol;Acc:MGI:1277950],"ARRAYEXPRESS,ENSG"
ENSMUSG00000058579,ENSMUSG00000058579,Cela2a,"chymotrypsin-like elastase family, member 2A [Source:MGI Symbol;Acc:MGI:95316]","ARRAYEXPRESS,ENSG"
ENSMUSG00000040659,ENSMUSG00000040659,Efhd2,EF hand domain containing 2 [Source:MGI Symbol;Acc:MGI:106504],"ARRAYEXPRESS,ENSG"
ENSMUSG00000100396,ENSMUSG00000100396,Gm29367,predicted gene 29367 [Source:MGI Symbol;Acc:MGI:5580073],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085922,ENSMUSG00000085922,Fhad1os2,"forkhead-associated (FHA) phosphopeptide binding domain 1, opposite strand 2 [Source:MGI Symbol;Acc:MGI:3651870]","ARRAYEXPRESS,ENSG"
ENSMUSG00000051435,ENSMUSG00000051435,Fhad1,forkhead-associated (FHA) phosphopeptide binding domain 1 [Source:MGI Symbol;Acc:MGI:1920323],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081079,ENSMUSG00000081079,Gm13059,predicted gene 13059 [Source:MGI Symbol;Acc:MGI:3650255],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085424,ENSMUSG00000085424,Fhad1os1,"forkhead-associated (FHA) phosphopeptide binding domain 1, opposite strand 1 [Source:MGI Symbol;Acc:MGI:3649995]","ARRAYEXPRESS,ENSG"
ENSMUSG00000085761,ENSMUSG00000085761,4930455G09Rik,RIKEN cDNA 4930455G09 gene [Source:MGI Symbol;Acc:MGI:1926167],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040616,ENSMUSG00000040616,Tmem51,transmembrane protein 51 [Source:MGI Symbol;Acc:MGI:2384874],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085574,ENSMUSG00000085574,Gm13053,predicted gene 13053 [Source:MGI Symbol;Acc:MGI:3651989],"ARRAYEXPRESS,ENSG"
ENSMUSG00000073728,ENSMUSG00000073728,Tmem51os1,Tmem51 opposite strand 1 [Source:MGI Symbol;Acc:MGI:3642733],"ARRAYEXPRESS,ENSG"
ENSMUSG00000040606,ENSMUSG00000040606,Kazn,"kazrin, periplakin interacting protein [Source:MGI Symbol;Acc:MGI:1918779]","ARRAYEXPRESS,ENSG"
ENSMUSG00000087525,ENSMUSG00000087525,Gm13062,predicted gene 13062 [Source:MGI Symbol;Acc:MGI:3649476],"ARRAYEXPRESS,ENSG"
ENSMUSG00000110067,ENSMUSG00000110067,6330411D24Rik,RIKEN cDNA 6330411D24 gene [Source:MGI Symbol;Acc:MGI:1917975],"ARRAYEXPRESS,ENSG"
ENSMUSG00000057637,ENSMUSG00000057637,Prdm2,"PR domain containing 2, with ZNF domain [Source:MGI Symbol;Acc:MGI:107628]","ARRAYEXPRESS,ENSG"
ENSMUSG00000083826,ENSMUSG00000083826,Gm13039,predicted gene 13039 [Source:MGI Symbol;Acc:MGI:3649997],"ARRAYEXPRESS,ENSG"
ENSMUSG00000082575,ENSMUSG00000082575,Eef2-ps2,"eukaryotic translation elongation factor 2, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3650664]","ARRAYEXPRESS,ENSG"
ENSMUSG00000028583,ENSMUSG00000028583,Pdpn,podoplanin [Source:MGI Symbol;Acc:MGI:103098],"ARRAYEXPRESS,ENSG"
ENSMUSG00000028584,ENSMUSG00000028584,Lrrc38,leucine rich repeat containing 38 [Source:MGI Symbol;Acc:MGI:2442845],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081792,ENSMUSG00000081792,Anp32b-ps1,"Bacidic (leucine-rich) nuclear phosphoprotein 32 family, member B, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3651262]","ARRAYEXPRESS,ENSG"
ENSMUSG00000046862,ENSMUSG00000046862,Pramel12,PRAME like 12 [Source:MGI Symbol;Acc:MGI:2140473],"ARRAYEXPRESS,ENSG"
ENSMUSG00000044377,ENSMUSG00000044377,Gm13080,predicted gene 13080 [Source:MGI Symbol;Acc:MGI:3650235],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081227,ENSMUSG00000081227,Gm13082,predicted gene 13082 [Source:MGI Symbol;Acc:MGI:3650233],"ARRAYEXPRESS,ENSG"
ENSMUSG00000083708,ENSMUSG00000083708,Gm13123,predicted gene 13123 [Source:MGI Symbol;Acc:MGI:3651473],"ARRAYEXPRESS,ENSG"
ENSMUSG00000036749,ENSMUSG00000036749,Pramel5,PRAME like 5 [Source:MGI Symbol;Acc:MGI:2156389],"ARRAYEXPRESS,ENSG"
ENSMUSG00000095960,ENSMUSG00000095960,Gm13120,predicted gene 13120 [Source:MGI Symbol;Acc:MGI:3651691],"ARRAYEXPRESS,ENSG"
ENSMUSG00000080943,ENSMUSG00000080943,Gm13130,predicted gene 13130 [Source:MGI Symbol;Acc:MGI:3651258],"ARRAYEXPRESS,ENSG"
ENSMUSG00000078508,ENSMUSG00000078508,Pramel30,PRAME like 30 [Source:MGI Symbol;Acc:MGI:3651261],"ARRAYEXPRESS,ENSG"
ENSMUSG00000084312,ENSMUSG00000084312,Gm13122,predicted gene 13122 [Source:MGI Symbol;Acc:MGI:3651474],"ARRAYEXPRESS,ENSG"
ENSMUSG00000028591,ENSMUSG00000028591,Pramel13,PRAME like 13 [Source:MGI Symbol;Acc:MGI:1924882],"ARRAYEXPRESS,ENSG"
ENSMUSG00000028590,ENSMUSG00000028590,Pramel13os,"PRAME like 13, opposite strand [Source:MGI Symbol;Acc:MGI:1925973]","ARRAYEXPRESS,ENSG"
ENSMUSG00000028589,ENSMUSG00000028589,Cfap107,cilia and flagella associated protein 107 [Source:MGI Symbol;Acc:MGI:1916614],"ARRAYEXPRESS,ENSG"
ENSMUSG00000083390,ENSMUSG00000083390,Gm13121,predicted gene 13121 [Source:MGI Symbol;Acc:MGI:3650486],"ARRAYEXPRESS,ENSG"
ENSMUSG00000070610,ENSMUSG00000070610,Gm13127,predicted gene 13127 [Source:MGI Symbol;Acc:MGI:3651260],"ARRAYEXPRESS,ENSG"
ENSMUSG00000066026,ENSMUSG00000066026,Dhrs3,dehydrogenase/reductase (SDR family) member 3 [Source:MGI Symbol;Acc:MGI:1315215],"ARRAYEXPRESS,ENSG"
ENSMUSG00000020220,ENSMUSG00000020220,Vps13d,vacuolar protein sorting 13D [Source:MGI Symbol;Acc:MGI:2448530],"ARRAYEXPRESS,ENSG"
ENSMUSG00000028599,ENSMUSG00000028599,Tnfrsf1b,"tumor necrosis factor receptor superfamily, member 1b [Source:MGI Symbol;Acc:MGI:1314883]","ARRAYEXPRESS,ENSG"
ENSMUSG00000028602,ENSMUSG00000028602,Tnfrsf8,"tumor necrosis factor receptor superfamily, member 8 [Source:MGI Symbol;Acc:MGI:99908]","ARRAYEXPRESS,ENSG"
ENSMUSG00000082758,ENSMUSG00000082758,Gm13024,predicted gene 13024 [Source:MGI Symbol;Acc:MGI:3650678],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085101,ENSMUSG00000085101,Platr16,pluripotency associated transcript 16 [Source:MGI Symbol;Acc:MGI:3651931],"ARRAYEXPRESS,ENSG"
ENSMUSG00000082082,ENSMUSG00000082082,Gm13230,predicted gene 13230 [Source:MGI Symbol;Acc:MGI:3651934],"ARRAYEXPRESS,ENSG"
ENSMUSG00000052912,ENSMUSG00000052912,Smarca5-ps,"SWI/SNF related, matrix associated, actin depenent ragulator of chromatin, subfamily a, member 5, pseudogene [Source:MGI Symbol;Acc:MGI:2443330]","ARRAYEXPRESS,ENSG"
ENSMUSG00000078503,ENSMUSG00000078503,Zfp990,zinc finger protein 990 [Source:MGI Symbol;Acc:MGI:3652161],"ARRAYEXPRESS,ENSG"
ENSMUSG00000083454,ENSMUSG00000083454,Gm13226,predicted gene 13226 [Source:MGI Symbol;Acc:MGI:3651282],"ARRAYEXPRESS,ENSG"
ENSMUSG00000078502,ENSMUSG00000078502,Zfp268,zinc finger protein 268 [Source:MGI Symbol;Acc:MGI:3651014],"ARRAYEXPRESS,ENSG"
ENSMUSG00000083562,ENSMUSG00000083562,Gm13234,predicted gene 13234 [Source:MGI Symbol;Acc:MGI:3649926],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081885,ENSMUSG00000081885,Gm13231,predicted gene 13231 [Source:MGI Symbol;Acc:MGI:3649243],"ARRAYEXPRESS,ENSG"
ENSMUSG00000058186,ENSMUSG00000058186,Zfp980,zinc finger protein 980 [Source:MGI Symbol;Acc:MGI:3712454],"ARRAYEXPRESS,ENSG"
ENSMUSG00000094417,ENSMUSG00000094417,Gm13243,predicted gene 13243 [Source:MGI Symbol;Acc:MGI:3649654],"ARRAYEXPRESS,ENSG"
ENSMUSG00000084350,ENSMUSG00000084350,Znf41-ps,"ZNF41, pseudogene [Source:MGI Symbol;Acc:MGI:1917255]","ARRAYEXPRESS,ENSG"
ENSMUSG00000096233,ENSMUSG00000096233,Gm13238,predicted gene 13238 [Source:MGI Symbol;Acc:MGI:3652104],"ARRAYEXPRESS,ENSG"
ENSMUSG00000083235,ENSMUSG00000083235,Gm13246,predicted gene 13246 [Source:MGI Symbol;Acc:MGI:3649657],"ARRAYEXPRESS,ENSG"
ENSMUSG00000082195,ENSMUSG00000082195,Gm13034,predicted gene 13034 [Source:MGI Symbol;Acc:MGI:3650252],"ARRAYEXPRESS,ENSG"
ENSMUSG00000066009,ENSMUSG00000066009,Zfp987,zinc finger protein 987 [Source:MGI Symbol;Acc:MGI:3702694],"ARRAYEXPRESS,ENSG"
ENSMUSG00000084127,ENSMUSG00000084127,Gm13169,predicted gene 13169 [Source:MGI Symbol;Acc:MGI:3651793],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085525,ENSMUSG00000085525,Gm13166,predicted gene 13166 [Source:MGI Symbol;Acc:MGI:3705130],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081460,ENSMUSG00000081460,Gm13168,predicted gene 13168 [Source:MGI Symbol;Acc:MGI:3650212],"ARRAYEXPRESS,ENSG"
ENSMUSG00000070605,ENSMUSG00000070605,Zfp992,zinc finger protein 992 [Source:MGI Symbol;Acc:MGI:3700963],"ARRAYEXPRESS,ENSG"
ENSMUSG00000073716,ENSMUSG00000073716,Gm13241,predicted gene 13241 [Source:MGI Symbol;Acc:MGI:3649920],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081998,ENSMUSG00000081998,Gm13245,predicted gene 13245 [Source:MGI Symbol;Acc:MGI:3649656],"ARRAYEXPRESS,ENSG"
ENSMUSG00000056300,ENSMUSG00000056300,Zfp981,zinc finger protein 981 [Source:MGI Symbol;Acc:MGI:3700965],"ARRAYEXPRESS,ENSG"
ENSMUSG00000095865,ENSMUSG00000095865,Gm13237,predicted gene 13237 [Source:MGI Symbol;Acc:MGI:3649924],"ARRAYEXPRESS,ENSG"
ENSMUSG00000063245,ENSMUSG00000063245,Zfp993,zinc finger protein 993 [Source:MGI Symbol;Acc:MGI:3713585],"ARRAYEXPRESS,ENSG"
ENSMUSG00000093919,ENSMUSG00000093919,Gm20760,"predicted gene, 20760 [Source:MGI Symbol;Acc:MGI:5434116]","ARRAYEXPRESS,ENSG"
ENSMUSG00000083027,ENSMUSG00000083027,Gm13140,predicted gene 13140 [Source:MGI Symbol;Acc:MGI:3649297],"ARRAYEXPRESS,ENSG"
ENSMUSG00000094017,ENSMUSG00000094017,Gm13160,predicted gene 13160 [Source:MGI Symbol;Acc:MGI:3649984],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081405,ENSMUSG00000081405,Gm13142,predicted gene 13142 [Source:MGI Symbol;Acc:MGI:3651745],"ARRAYEXPRESS,ENSG"
ENSMUSG00000067916,ENSMUSG00000067916,Zfp991,zinc finger protein 991 [Source:MGI Symbol;Acc:MGI:3701604],"ARRAYEXPRESS,ENSG"
ENSMUSG00000095054,ENSMUSG00000095054,Gm13146,predicted gene 13146 [Source:MGI Symbol;Acc:MGI:3651742],"ARRAYEXPRESS,ENSG"
ENSMUSG00000087207,ENSMUSG00000087207,Gm13147,predicted gene 13147 [Source:MGI Symbol;Acc:MGI:3651740],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081627,ENSMUSG00000081627,Gm13158,predicted gene 13158 [Source:MGI Symbol;Acc:MGI:3649982],"ARRAYEXPRESS,ENSG"
ENSMUSG00000082925,ENSMUSG00000082925,Gm13135,predicted gene 13135 [Source:MGI Symbol;Acc:MGI:3650404],"ARRAYEXPRESS,ENSG"
ENSMUSG00000078498,ENSMUSG00000078498,Zfp988,zinc finger protein 988 [Source:MGI Symbol;Acc:MGI:3651985],"ARRAYEXPRESS,ENSG"
ENSMUSG00000082248,ENSMUSG00000082248,Gm13161,predicted gene 13161 [Source:MGI Symbol;Acc:MGI:3650656],"ARRAYEXPRESS,ENSG"
ENSMUSG00000078496,ENSMUSG00000078496,Zfp982,zinc finger protein 982 [Source:MGI Symbol;Acc:MGI:3701121],"ARRAYEXPRESS,ENSG"
ENSMUSG00000065999,ENSMUSG00000065999,Zfp985,zinc finger protein 985 [Source:MGI Symbol;Acc:MGI:3651986],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081179,ENSMUSG00000081179,Gm13136,predicted gene 13136 [Source:MGI Symbol;Acc:MGI:3649290],"ARRAYEXPRESS,ENSG"
ENSMUSG00000078495,ENSMUSG00000078495,Zfp984,zinc finger protein 984 [Source:MGI Symbol;Acc:MGI:3651978],"ARRAYEXPRESS,ENSG"
ENSMUSG00000093594,ENSMUSG00000093594,Gm20707,predicted gene 20707 [Source:MGI Symbol;Acc:MGI:5313154],"ARRAYEXPRESS,ENSG"
ENSMUSG00000080059,ENSMUSG00000080059,Rps19-ps3,"ribosomal protein S19, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3701125]","ARRAYEXPRESS,ENSG"
ENSMUSG00000059423,ENSMUSG00000059423,Zfp933,zinc finger protein 933 [Source:MGI Symbol;Acc:MGI:1922865],"ARRAYEXPRESS,ENSG"
ENSMUSG00000029022,ENSMUSG00000029022,Miip,migration and invasion inhibitory protein [Source:MGI Symbol;Acc:MGI:106506],"ARRAYEXPRESS,ENSG"
ENSMUSG00000070583,ENSMUSG00000070583,Fv1,Friend virus susceptibility 1 [Source:MGI Symbol;Acc:MGI:95595],"ARRAYEXPRESS,ENSG"
ENSMUSG00000029020,ENSMUSG00000029020,Mfn2,mitofusin 2 [Source:MGI Symbol;Acc:MGI:2442230],"ARRAYEXPRESS,ENSG"
ENSMUSG00000083340,ENSMUSG00000083340,Gm13156,predicted gene 13156 [Source:MGI Symbol;Acc:MGI:3651983],"ARRAYEXPRESS,ENSG"
ENSMUSG00000019055,ENSMUSG00000019055,Plod1,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1 [Source:MGI Symbol;Acc:MGI:99907]","ARRAYEXPRESS,ENSG"
ENSMUSG00000044496,ENSMUSG00000044496,2510039O18Rik,RIKEN cDNA 2510039O18 gene [Source:MGI Symbol;Acc:MGI:1924284],"ARRAYEXPRESS,ENSG"
ENSMUSG00000029019,ENSMUSG00000029019,Nppb,natriuretic peptide type B [Source:MGI Symbol;Acc:MGI:97368],"ARRAYEXPRESS,ENSG"
ENSMUSG00000086806,ENSMUSG00000086806,Gm13054,predicted gene 13054 [Source:MGI Symbol;Acc:MGI:3702728],"ARRAYEXPRESS,ENSG"
ENSMUSG00000029016,ENSMUSG00000029016,Clcn6,"chloride channel, voltage-sensitive 6 [Source:MGI Symbol;Acc:MGI:1347049]","ARRAYEXPRESS,ENSG"
ENSMUSG00000083473,ENSMUSG00000083473,Gm13207,predicted gene 13207 [Source:MGI Symbol;Acc:MGI:3651232],"ARRAYEXPRESS,ENSG"
ENSMUSG00000029009,ENSMUSG00000029009,Mthfr,methylenetetrahydrofolate reductase [Source:MGI Symbol;Acc:MGI:106639],"ARRAYEXPRESS,ENSG"
ENSMUSG00000094320,ENSMUSG00000094320,Chchd2-ps,"coiled-coil-helix-coiled-coil-helix domain containing 2, pseudogene [Source:MGI Symbol;Acc:MGI:3649942]","ARRAYEXPRESS,ENSG"
ENSMUSG00000078494,ENSMUSG00000078494,Gm13201,predicted gene 13201 [Source:MGI Symbol;Acc:MGI:3649941],"ARRAYEXPRESS,ENSG"
ENSMUSG00000029007,ENSMUSG00000029007,Agtrap,"angiotensin II, type I receptor-associated protein [Source:MGI Symbol;Acc:MGI:1339977]","ARRAYEXPRESS,ENSG"
ENSMUSG00000029005,ENSMUSG00000029005,Draxin,dorsal inhibitory axon guidance protein [Source:MGI Symbol;Acc:MGI:1917683],"ARRAYEXPRESS,ENSG"
ENSMUSG00000029003,ENSMUSG00000029003,Mad2l2,MAD2 mitotic arrest deficient-like 2 [Source:MGI Symbol;Acc:MGI:1919140],"ARRAYEXPRESS,ENSG"
ENSMUSG00000055401,ENSMUSG00000055401,Fbxo6,F-box protein 6 [Source:MGI Symbol;Acc:MGI:1354743],"ARRAYEXPRESS,ENSG"
ENSMUSG00000099043,ENSMUSG00000099043,Mir7022,microRNA 7022 [Source:MGI Symbol;Acc:MGI:5530673],"ARRAYEXPRESS,ENSG"
ENSMUSG00000029001,ENSMUSG00000029001,Fbxo44,F-box protein 44 [Source:MGI Symbol;Acc:MGI:1354744],"ARRAYEXPRESS,ENSG"
ENSMUSG00000041556,ENSMUSG00000041556,Fbxo2,F-box protein 2 [Source:MGI Symbol;Acc:MGI:2446216],"ARRAYEXPRESS,ENSG"
ENSMUSG00000041544,ENSMUSG00000041544,Disp3,dispatched RND transporter family member 3 [Source:MGI Symbol;Acc:MGI:2444403],"ARRAYEXPRESS,ENSG"
ENSMUSG00000047719,ENSMUSG00000047719,Ubiad1,UbiA prenyltransferase domain containing 1 [Source:MGI Symbol;Acc:MGI:1918957],"ARRAYEXPRESS,ENSG"
ENSMUSG00000064648,ENSMUSG00000064648,Gm23303,"predicted gene, 23303 [Source:MGI Symbol;Acc:MGI:5453080]","ARRAYEXPRESS,ENSG"
ENSMUSG00000028991,ENSMUSG00000028991,Mtor,mechanistic target of rapamycin kinase [Source:MGI Symbol;Acc:MGI:1928394],"ARRAYEXPRESS,ENSG"
ENSMUSG00000028989,ENSMUSG00000028989,Angptl7,angiopoietin-like 7 [Source:MGI Symbol;Acc:MGI:3605801],"ARRAYEXPRESS,ENSG"
ENSMUSG00000089081,ENSMUSG00000089081,Gm24002,"predicted gene, 24002 [Source:MGI Symbol;Acc:MGI:5453779]","ARRAYEXPRESS,ENSG"
ENSMUSG00000088625,ENSMUSG00000088625,Gm23318,"predicted gene, 23318 [Source:MGI Symbol;Acc:MGI:5453095]","ARRAYEXPRESS,ENSG"
ENSMUSG00000017264,ENSMUSG00000017264,Exosc10,exosome component 10 [Source:MGI Symbol;Acc:MGI:1355322],"ARRAYEXPRESS,ENSG"
ENSMUSG00000082860,ENSMUSG00000082860,Gm13204,predicted gene 13204 [Source:MGI Symbol;Acc:MGI:3651444],"ARRAYEXPRESS,ENSG"
ENSMUSG00000087217,ENSMUSG00000087217,Gm13209,predicted gene 13209 [Source:MGI Symbol;Acc:MGI:3651228],"ARRAYEXPRESS,ENSG"
ENSMUSG00000006442,ENSMUSG00000006442,Srm,spermidine synthase [Source:MGI Symbol;Acc:MGI:102690],"ARRAYEXPRESS,ENSG"
ENSMUSG00000028979,ENSMUSG00000028979,Masp2,mannan-binding lectin serine peptidase 2 [Source:MGI Symbol;Acc:MGI:1330832],"ARRAYEXPRESS,ENSG"
ENSMUSG00000041459,ENSMUSG00000041459,Tardbp,TAR DNA binding protein [Source:MGI Symbol;Acc:MGI:2387629],"ARRAYEXPRESS,ENSG"
ENSMUSG00000070577,ENSMUSG00000070577,Gm572,predicted gene 572 [Source:MGI Symbol;Acc:MGI:2685418],"ARRAYEXPRESS,ENSG"
ENSMUSG00000087273,ENSMUSG00000087273,Gm13203,predicted gene 13203 [Source:MGI Symbol;Acc:MGI:3651445],"ARRAYEXPRESS,ENSG"
ENSMUSG00000028977,ENSMUSG00000028977,Casz1,castor zinc finger 1 [Source:MGI Symbol;Acc:MGI:1196251],"ARRAYEXPRESS,ENSG"
ENSMUSG00000086766,ENSMUSG00000086766,Gm15969,predicted gene 15969 [Source:MGI Symbol;Acc:MGI:3801757],"ARRAYEXPRESS,ENSG"
ENSMUSG00000086606,ENSMUSG00000086606,Gm13205,predicted gene 13205 [Source:MGI Symbol;Acc:MGI:3700976],"ARRAYEXPRESS,ENSG"
ENSMUSG00000086740,ENSMUSG00000086740,Gm17029,predicted gene 17029 [Source:MGI Symbol;Acc:MGI:4937856],"ARRAYEXPRESS,ENSG"
ENSMUSG00000028975,ENSMUSG00000028975,Pex14,peroxisomal biogenesis factor 14 [Source:MGI Symbol;Acc:MGI:1927868],"ARRAYEXPRESS,ENSG"
ENSMUSG00000081086,ENSMUSG00000081086,Gm9506,predicted gene 9506 [Source:MGI Symbol;Acc:MGI:3779916],"ARRAYEXPRESS,ENSG"
ENSMUSG00000028974,ENSMUSG00000028974,Dffa,"DNA fragmentation factor, alpha subunit [Source:MGI Symbol;Acc:MGI:1196227]","ARRAYEXPRESS,ENSG"
ENSMUSG00000028971,ENSMUSG00000028971,Cort,cortistatin [Source:MGI Symbol;Acc:MGI:109538],"ARRAYEXPRESS,ENSG"
ENSMUSG00000073705,ENSMUSG00000073705,Cenps,centromere protein S [Source:MGI Symbol;Acc:MGI:1917178],"ARRAYEXPRESS,ENSG"
ENSMUSG00000080746,ENSMUSG00000080746,Rpsa-ps12,"ribosomal protein SA, pseudogene 12 [Source:MGI Symbol;Acc:MGI:3651234]","ARRAYEXPRESS,ENSG"
ENSMUSG00000028961,ENSMUSG00000028961,Pgd,phosphogluconate dehydrogenase [Source:MGI Symbol;Acc:MGI:97553],"ARRAYEXPRESS,ENSG"
ENSMUSG00000063077,ENSMUSG00000063077,Kif1b,kinesin family member 1B [Source:MGI Symbol;Acc:MGI:108426],"ARRAYEXPRESS,ENSG"
ENSMUSG00000028960,ENSMUSG00000028960,Ube4b,ubiquitination factor E4B [Source:MGI Symbol;Acc:MGI:1927086],"ARRAYEXPRESS,ENSG"
ENSMUSG00000085286,ENSMUSG00000085286,Ube4bos3,"ubiquitination factor E4B, opposite strand 3 [Source:MGI Symbol;Acc:MGI:1921560]","ARRAYEXPRESS,ENSG"
ENSMUSG00000085807,ENSMUSG00000085807,Ube4bos2,"ubiquitination factor E4B, opposite strand 2 [Source:MGI Symbol;Acc:MGI:3651969]","ARRAYEXPRESS,ENSG"
ENSMUSG00000085819,ENSMUSG00000085819,Ube4bos1,"ubiquitination factor E4B, opposite strand 1 [Source:MGI Symbol;Acc:MGI:1925072]","ARRAYEXPRESS,ENSG"
ENSMUSG00000028996,ENSMUSG00000028996,Rbp7,"retinol binding protein 7, cellular [Source:MGI Symbol;Acc:MGI:1890409]","ARRAYEXPRESS,ENSG"
